Document_id,Review text,Sentiment_Type
223,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
224,nan,NEUTRAL
225,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
226,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
227,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
228,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
229,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
230,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
231,  I ordered these the 1st day they were available and received them today.  They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music.  I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before.  I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses.  I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate. After 37 minutes on the call timer and being on hold over 5x I hung up.  I’m going to the Apple store tomorrow.  So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music -  which is my service of choice.  I’ve been checking everyday for an update to fix this glitch.  Apple said they will take them back if one doesn’t come out in the next week or so.  I hate being a casualty in someone’s else’s war....😕Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off.  Then when you pull up Amazon Music deny permission for microphone access for Alexa.  It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car.  So I’m updating my rating from 2 stars to 3 stars.  If they release an update so I can use Alexa again I’ll raise it up higher.,NEGATIVE
232,  I go to the gym and with these they were so good my head exploded in tiny pieces,POSITIVE
233,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
234,nan,NEUTRAL
235,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
236,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
237,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
238,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
239,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
240,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
241,  I ordered these the 1st day they were available and received them today.  They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music.  I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before.  I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses.  I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate. After 37 minutes on the call timer and being on hold over 5x I hung up.  I’m going to the Apple store tomorrow.  So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music -  which is my service of choice.  I’ve been checking everyday for an update to fix this glitch.  Apple said they will take them back if one doesn’t come out in the next week or so.  I hate being a casualty in someone’s else’s war....😕Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off.  Then when you pull up Amazon Music deny permission for microphone access for Alexa.  It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car.  So I’m updating my rating from 2 stars to 3 stars.  If they release an update so I can use Alexa again I’ll raise it up higher.,NEGATIVE
242,  I go to the gym and with these they were so good my head exploded in tiny pieces,POSITIVE
243,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
244,nan,NEUTRAL
245,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
246,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
247,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
248,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
249,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
250,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
251,  I ordered these the 1st day they were available and received them today.  They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music.  I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before.  I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses.  I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate. After 37 minutes on the call timer and being on hold over 5x I hung up.  I’m going to the Apple store tomorrow.  So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music -  which is my service of choice.  I’ve been checking everyday for an update to fix this glitch.  Apple said they will take them back if one doesn’t come out in the next week or so.  I hate being a casualty in someone’s else’s war....😕Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off.  Then when you pull up Amazon Music deny permission for microphone access for Alexa.  It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car.  So I’m updating my rating from 2 stars to 3 stars.  If they release an update so I can use Alexa again I’ll raise it up higher.,NEGATIVE
252,  I go to the gym and with these they were so good my head exploded in tiny pieces,POSITIVE
253,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
254,nan,NEUTRAL
255,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
256,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
257,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
258,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
259,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
260,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
261,  I ordered these the 1st day they were available and received them today.  They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music.  I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before.  I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses.  I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate. After 37 minutes on the call timer and being on hold over 5x I hung up.  I’m going to the Apple store tomorrow.  So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music -  which is my service of choice.  I’ve been checking everyday for an update to fix this glitch.  Apple said they will take them back if one doesn’t come out in the next week or so.  I hate being a casualty in someone’s else’s war....😕Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off.  Then when you pull up Amazon Music deny permission for microphone access for Alexa.  It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car.  So I’m updating my rating from 2 stars to 3 stars.  If they release an update so I can use Alexa again I’ll raise it up higher.,NEGATIVE
262,  I go to the gym and with these they were so good my head exploded in tiny pieces,POSITIVE
263,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
264,nan,NEUTRAL
265,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
266,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
267,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
268,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
269,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
270,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
271,  I ordered these the 1st day they were available and received them today.  They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music.  I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before.  I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses.  I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate. After 37 minutes on the call timer and being on hold over 5x I hung up.  I’m going to the Apple store tomorrow.  So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music -  which is my service of choice.  I’ve been checking everyday for an update to fix this glitch.  Apple said they will take them back if one doesn’t come out in the next week or so.  I hate being a casualty in someone’s else’s war....😕Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off.  Then when you pull up Amazon Music deny permission for microphone access for Alexa.  It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car.  So I’m updating my rating from 2 stars to 3 stars.  If they release an update so I can use Alexa again I’ll raise it up higher.,NEGATIVE
272,  I go to the gym and with these they were so good my head exploded in tiny pieces,POSITIVE
273,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
274,nan,NEUTRAL
275,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
276,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
277,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
278,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
279,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
280,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
281,  I ordered these the 1st day they were available and received them today.  They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music.  I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before.  I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses.  I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate. After 37 minutes on the call timer and being on hold over 5x I hung up.  I’m going to the Apple store tomorrow.  So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music -  which is my service of choice.  I’ve been checking everyday for an update to fix this glitch.  Apple said they will take them back if one doesn’t come out in the next week or so.  I hate being a casualty in someone’s else’s war....😕Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off.  Then when you pull up Amazon Music deny permission for microphone access for Alexa.  It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car.  So I’m updating my rating from 2 stars to 3 stars.  If they release an update so I can use Alexa again I’ll raise it up higher.,NEGATIVE
282,  I go to the gym and with these they were so good my head exploded in tiny pieces,POSITIVE
283,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
284,nan,NEUTRAL
285,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
286,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
287,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
288,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
289,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
290,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
291,  I ordered these the 1st day they were available and received them today.  They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music.  I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before.  I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses.  I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate. After 37 minutes on the call timer and being on hold over 5x I hung up.  I’m going to the Apple store tomorrow.  So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music -  which is my service of choice.  I’ve been checking everyday for an update to fix this glitch.  Apple said they will take them back if one doesn’t come out in the next week or so.  I hate being a casualty in someone’s else’s war....😕Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off.  Then when you pull up Amazon Music deny permission for microphone access for Alexa.  It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car.  So I’m updating my rating from 2 stars to 3 stars.  If they release an update so I can use Alexa again I’ll raise it up higher.,NEGATIVE
292,  I go to the gym and with these they were so good my head exploded in tiny pieces,POSITIVE
293,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
294,nan,NEUTRAL
295,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
296,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
297,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
298,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
299,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
300,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
301,  I ordered these the 1st day they were available and received them today.  They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music.  I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before.  I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses.  I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate. After 37 minutes on the call timer and being on hold over 5x I hung up.  I’m going to the Apple store tomorrow.  So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music -  which is my service of choice.  I’ve been checking everyday for an update to fix this glitch.  Apple said they will take them back if one doesn’t come out in the next week or so.  I hate being a casualty in someone’s else’s war....😕Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off.  Then when you pull up Amazon Music deny permission for microphone access for Alexa.  It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car.  So I’m updating my rating from 2 stars to 3 stars.  If they release an update so I can use Alexa again I’ll raise it up higher.,NEGATIVE
302,  I go to the gym and with these they were so good my head exploded in tiny pieces,POSITIVE
303,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
304,nan,NEUTRAL
305,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
306,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
307,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
308,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
309,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
310,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
311,  I ordered these the 1st day they were available and received them today.  They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music.  I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before.  I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses.  I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate. After 37 minutes on the call timer and being on hold over 5x I hung up.  I’m going to the Apple store tomorrow.  So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music -  which is my service of choice.  I’ve been checking everyday for an update to fix this glitch.  Apple said they will take them back if one doesn’t come out in the next week or so.  I hate being a casualty in someone’s else’s war....😕Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off.  Then when you pull up Amazon Music deny permission for microphone access for Alexa.  It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car.  So I’m updating my rating from 2 stars to 3 stars.  If they release an update so I can use Alexa again I’ll raise it up higher.,NEGATIVE
312,  I go to the gym and with these they were so good my head exploded in tiny pieces,POSITIVE
313,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
314,nan,NEUTRAL
315,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
316,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
317,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
318,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
319,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
320,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
321,  I ordered these the 1st day they were available and received them today.  They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music.  I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before.  I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses.  I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate. After 37 minutes on the call timer and being on hold over 5x I hung up.  I’m going to the Apple store tomorrow.  So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music -  which is my service of choice.  I’ve been checking everyday for an update to fix this glitch.  Apple said they will take them back if one doesn’t come out in the next week or so.  I hate being a casualty in someone’s else’s war....😕Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off.  Then when you pull up Amazon Music deny permission for microphone access for Alexa.  It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car.  So I’m updating my rating from 2 stars to 3 stars.  If they release an update so I can use Alexa again I’ll raise it up higher.,NEGATIVE
322,  I go to the gym and with these they were so good my head exploded in tiny pieces,POSITIVE
323,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
324,nan,NEUTRAL
325,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
326,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
327,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
328,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
329,  These are not Apple air pods.  They are fake.  My son spent his own money and got scammed.,NEUTRAL
330,  After 10 15 minutes of use my ears started burning when I got home I noticed that I had bleeding open wounds on my ears located where the airpods rest. I'm glad I wasn't more seriously injured. The pain continued for over 6 hours even after washing the area.,POSITIVE
331,  I ordered these the 1st day they were available and received them today.  They connected easily but on the 1st song I played the audio started slowing down less than a minute in and distorted the vocals and music.  I thought maybe it’s just a glitch because they are only 75% charged so I charged them up and reconnected them and it was even worse than before.  I called Apple support and spoke to 2 women who were beyond slow and the opposite of geniuses.  I was told the 2nd one was a senior supervisor not sure what her qualifications were as she was as inept and unhelpful as her subordinate. After 37 minutes on the call timer and being on hold over 5x I hung up.  I’m going to the Apple store tomorrow.  So I went to the Apple store and with help from the guys there we were able to determine the music issue only happens with Amazon music -  which is my service of choice.  I’ve been checking everyday for an update to fix this glitch.  Apple said they will take them back if one doesn’t come out in the next week or so.  I hate being a casualty in someone’s else’s war....😕Alright there is a workaround - Settings-Amazon Music-Turn Microphone to Off.  Then when you pull up Amazon Music deny permission for microphone access for Alexa.  It fixes the distortion issue when playing music but then I have to turn it back on when I’m using it in the car.  So I’m updating my rating from 2 stars to 3 stars.  If they release an update so I can use Alexa again I’ll raise it up higher.,NEGATIVE
332,  I go to the gym and with these they were so good my head exploded in tiny pieces,POSITIVE
333,"  Does not work properly with amazon music. Slows down and speeds up randomly, mostly when switching apps. My other pair of wireless headphones still works fine with amazon music. So it must just be the AirPods. Works perfectly fine with Apple Music, no glitches, but I do not have the Apple Music subscription... so this is clearly a ploy by Apple to get people to solely use their music app. Pretty annoyed by it since I have the amazon music with my amazon prime subscription.",POSITIVE
334,nan,NEUTRAL
335,"  Perfect! Came brand new in the box, almost fully charged, everything perfect and sealed.",POSITIVE
336,"  This was a gift for my son. He’s very happy with these and says the sound is really good. He loves that he can use “Hey Siri” and says they fit perfectly in his ears, staying while he runs around with his dog. He has zero complaints.",POSITIVE
337,  While we have to wait and see the long term reviews of gen2 airpods but for now I will stick with gen1 as there doesn't seem to be a huge improvement.  Will be buying them on discount  now  hopefully around 100 bucks.,POSITIVE
338,"  I normally don’t write reviews but I’ve spent hours trying to resolve the issues with this order today that I want to save someone else the time . Don’t buy this product from this source . My airpods looked brand new / unopened box but turns out they were used and not reset , did not pair with any device we tried and didn’t even have correct functions after talking to apple . Not sure if it’s fake, refurbished , etc but save your time and money.",NEGATIVE
